t,lx,ly,lz,ax,ay,az,lvx,lvy,lvz,avx,avy,avz,lax,lay,laz,aax,aay,aaz,target_lx,target_ly,target_lz,target_ax,target_ay,target_az,target_lvx,target_lvy,target_lvz,target_avx,target_avy,target_avz,target_lax,target_lay,target_laz,target_aax,target_aay,target_aaz
294.0,5.695595785351415e-05,-0.00031570984838514264,0.2467582567920371,-6.61973955041141e-05,0.00032652695665580047,-7.62601118183089e-05,0.0005544427521838697,1.3513530794620325e-05,-5.444981203236138e-07,-2.910320847898653e-05,0.0004450483708981805,3.3195488222083176e-06,-0.001585118663599509,0.0006701988810835037,3.478019324308895e-06,-0.0008924519381621632,-0.0013334297087616595,0.00016608004900793715,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295.0,5.4610446800584195e-05,-0.0003157527800404852,0.24675825913029276,-6.609387054734732e-05,0.0003246430259456823,-7.62706377057364e-05,0.0005511646104322713,1.0447031154989316e-05,-5.474096897170327e-07,-2.4819745542103717e-05,0.0004426657179404905,2.544805873685467e-06,0.0005195742057503298,0.0007056633363087312,1.2668813897506002e-06,-0.0009812438352274089,0.00035840355625110657,0.00017803077835622707,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296.0,5.2319516368735183e-05,-0.0003157821152534954,0.24675826142999965,-6.601009833602571e-05,0.0003228019170385435,-7.627767160727628e-05,0.0005393613831686534,7.304843670488825e-06,-5.413174608668709e-07,-2.0270202904654688e-05,0.00043342559026920236,1.7385443452918844e-06,0.0025323667155483084,0.0007257247946635744,-8.517221916358312e-07,-0.001047080827388919,0.001977322223477622,0.0001860241979610219,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297.0,5.01169718127703e-05,-0.0003157978532070303,0.24675826365668668,-6.594672196111351e-05,0.0003210308422878432,-7.628116286271051e-05,0.000519557622667663,4.151947421781517e-06,-5.268735177054051e-07,-1.5554015154995582e-05,0.00041774586007728404,9.176507655927212e-07,0.004425306470135235,0.0007306589458619325,-2.8431385204389315e-06,-0.0010898108644657708,0.003500798691274712,0.00019008773724023763,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298.0,4.8033885338849615e-05,-0.0003158002599462604,0.24675826577957882,-6.590396515686903e-05,0.00031935483163602425,-7.628113095149152e-05,0.0004923826512860828,1.0507121604712968e-06,-5.04837176090038e-07,-1.0769018541012158e-05,0.0003961289246830306,9.851653090937282e-08,0.006173435427569819,0.0007210250800818305,-4.678714057706488e-06,-0.0011097292592074529,0.004908700584731265,0.0001903235068386139,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299.0,4.609821688267377e-05,-0.00031578985160923503,0.2467582677718031,-6.588164815615073e-05,0.00031779642632802694,-7.627766188728501e-05,0.00045855650996642135,-1.940205298424245e-06,-4.760446041791563e-07,-6.009664691469541e-06,0.0003691504518196778,-7.032552994025928e-07,0.007755062706449462,0.000697642621305924,-6.335939963119322e-06,-0.0011075515906062156,0.006183511774486879,0.00018690282620612838,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300.0,4.433449885700573e-05,-0.0003157673735105368,0.24675826961046324,-6.587921047033086e-05,0.0003163754238183223,-7.62709034945583e-05,0.0004188750411348618,-4.766843514571773e-06,-4.413803839884657e-07,-1.3653843884285815e-06,0.00033744742154552147,-1.47311423824058e-06,0.009151975228363422,0.00066156364973985,-7.798337416259708e-06,-0.0010843799131850392,0.007310503471087738,0.00018005968807793536,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301.0,4.276358726274118e-05,-0.0003157337756727113,0.2467582712766054,-6.589573982456805e-05,0.0003151086760298801,-7.626105972078026e-05,0.00037419437469423045,-7.380784005855357e-06,-4.0175200916137057e-07,3.0808746861415658e-06,0.0003017056807497974,-2.1977939775009882e-06,0.010349585360072595,0.0006140421269849323,-9.055122090252471e-06,-0.0010416632350380385,0.008277854691020272,0.0001700833378017304,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302.0,4.1402480443777076e-05,-0.00031569018543406446,0.2467582727550971,-6.593000640751529e-05,0.0003140099418057366,-7.624838412701154e-05,0.0003254150844988861,-9.739853523017513e-06,-3.5806801831049225e-07,7.253916749631604e-06,0.0002626472252848102,-2.865508508390103e-06,0.011337015742066811,0.0005565005692090881,-1.0100694862728263e-05,-0.0009811532899647202,0.009076722216187402,0.00015731015297599152,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303.0,4.026420562849559e-05,-0.0003156378777989586,0.24675827403444453,-6.598050152554534e-05,0.0003130897939303923,-7.62331727317384e-05,0.0002734662772381077,-1.1808673848104222e-05,-3.1122015889898735e-07,1.108735838471606e-05,0.00022101742046332285,-3.4661107110412113e-06,0.012107122469202269,0.0004904949292667976,-1.0934010167096371e-05,-0.0009048566693386442,0.009701260959613626,0.00014211501228463436,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304.0,3.935777235494082e-05,-0.0003155782442020255,0.2467582751065704,-6.604547971859453e-05,0.00031235557978317454,-7.621575636239581e-05,0.0002192898662982588,-1.3559055226515879e-05,-2.6206968295225787e-07,1.4524470457055149e-05,0.00017757236322404,-3.991212179487649e-06,0.012656458711063991,0.00041767844898712465,-1.155787415603924e-05,-0.0008149843976815088,0.010148596395562034,0.00012490234187694253,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305.0,3.868819083791088e-05,-0.0003155127603674395,0.24675827596657396,-6.61230033671592e-05,0.0003118114343359555,-7.619649269613961e-05,0.00016382527022350954,-1.4970232746742878e-05,-2.114376100137447e-07,1.7518795907165993e-05,0.00013306657893035793,-4.434263840215087e-06,0.01298518171236904,0.0003397652283786031,-1.1978222329892667e-05,-0.0007139000329574138,0.010418751402162018,0.00010609702334809524,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306.0,3.82565524174782e-05,-0.00031544295392307544,0.24675827661248978,-6.62109888245773e-05,0.00031145834297563,-7.617575814350306e-05,0.00010799475919634337,-1.602894805468809e-05,-1.6009856860363811e-07,2.0034542362950983e-05,8.824123280729715e-05,-4.790597682844837e-06,0.01309690688653701,0.00025849423024466134,-1.2203420916376501e-05,-0.0006040673493956945,0.010514530490483722,8.613533958978692e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307.0,3.8060168344193753e-05,-0.00031537037241313005,0.2467582770450594,-6.630725312083062e-05,0.00031129425140829093,-7.615393974958692e-05,5.2689653895784914e-05,-1.6729381677446466e-05,-1.0877765513700329e-07,2.2046752850205193e-05,4.3813020747254306e-05,-5.057430637490735e-06,0.012998513399590152,0.0001755943978393624,-1.2243628656280481e-05,-0.0004879986185503187,0.010441364948481127,6.545612382896625e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308.0,3.809276241098589e-05,-0.00031529655230870036,0.2467582772675238,-6.640956032252127e-05,0.0003113142188221782,-7.613142725441373e-05,-1.2424404237823679e-06,-1.707294388713308e-05,-5.814963482234303e-08,2.3541261943128992e-05,4.638869591143534e-07,-5.233832293806246e-06,0.012699906229632324,9.275151108690765e-05,-1.2110246428393468e-05,-0.000368204444945486,0.010207122905447948,4.449226344560307e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309.0,3.834471225427654e-05,-0.0003152229895772181,0.24675827728544233,-6.651566668092163e-05,0.00031151061039307997,-7.610860546827741e-05,-5.3009205322246645e-05,-1.7067934418081706e-05,-8.839754418960998e-09,2.451444843084175e-05,-4.116830295303552e-05,-5.32065875191358e-06,0.012213740173896597,1.1577345061121779e-05,-1.1815472060399506e-05,-0.0002471460379142363,0.009821888718048575,2.3662694113689535e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310.0,3.880333360723254e-05,-0.00031515111231000196,0.24675827710653633,-6.662336376631978e-05,0.00031187332434239403,-7.608584708237155e-05,-0.00010188385182044083,-1.6729083426860603e-05,3.8574560064792195e-08,2.4972798923636703e-05,-8.049802505493893e-05,-5.320455416995307e-06,0.011555111657128797,-6.641837548644122e-05,-1.1371967447167785e-05,-0.00012719071317556527,0.009297716389415988,3.365001968999019e-06,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311.0,3.945320132416892e-05,-0.0003150822558512134,0.24675827674055595,-6.673051886256695e-05,0.0003123900487902279,-7.606350604220241e-05,-0.00014721392630381988,-1.6076987827902007e-05,8.356179208984534e-08,2.4932299738509733e-05,-0.00011699920892899088,-5.237331990643236e-06,0.010741224470026619,-0.000139852808026288,-1.0792635420762363e-05,-1.0571318528197275e-05,0.008648361956388484,-1.603126752946732e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,4.0276500678213954e-05,-0.0003150176407983975,0.2467582761991617,-6.683511198250644e-05,0.0003130465430162128,-7.604191157575752e-05,-0.00018842859855120746,-1.5137458529559539e-05,1.2563478150357387e-07,2.4417676851823013e-05,-0.00015021113254493814,-5.076813268127692e-06,0.009791035734418772,-0.00020749127390965816,-1.0090495298890364e-05,0.00010064982992126372,0.00788899991609708,-3.419051493864841e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,4.125340220504854e-05,-0.0003149583541772457,0.2467582754958138,-6.693526896086458e-05,0.00031382693788660677,-7.60213629689229e-05,-0.0002250443778342689,-1.3940795125155937e-05,1.64349968244242e-07,2.346150566276758e-05,-0.00017974305618010633,-4.845669618448972e-06,0.00872488845430385,-0.00026826473678303106,-9.278639187351465e-06,0.00020461202896282399,0.007035928812436775,-5.081614661051357e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314.0,4.2362453273397595e-05,-0.0003149053340150644,0.2467582746456582,-6.70292901801104e-05,0.00031471404983986646,-7.600212514748185e-05,-0.0002566692298876651,-1.2521005257608858e-05,1.9930771638720372e-07,2.210321375998915e-05,-0.00020527757302887993,-4.551731202241281e-06,0.007564136971749919,-0.0003212833094801627,-8.370246309325325e-06,0.00029968193331355106,0.006106271067226341,-6.565474747923059e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315.0,4.3580979564033484e-05,-0.00031485935746447313,0.24675827366540087,-6.71156745919287e-05,0.00031568970306465296,-7.598442511957745e-05,-0.00028300509376863724,-1.0914986178284706e-05,2.3015383753966436e-07,2.0388000821077925e-05,-0.00022657267525221585,-4.203690072371379e-06,0.006330771508357062,-0.0003658457052020276,-7.378630124510652e-06,0.00038447373097629493,0.005117672022941063,-7.849934189861594e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316.0,4.488548975982402e-05,-0.0003148210325519015,0.2467582725731604,-6.719313879956085e-05,0.00031673505440307076,-7.596844930379956e-05,-0.00030384882282192004,-9.16168597140396e-06,2.56582270601695e-07,1.8365700206294196e-05,-0.00024346255451191691,-3.810894306808589e-06,0.0050470477421452106,-0.0004014446306412194,-6.317292886197822e-06,0.00045786363491807333,0.004088002967692195,-8.91917313472474e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317.0,4.625207696280512e-05,-0.0003147907935530688,0.2467582713882922,-6.72606310756288e-05,0.00031783091582731347,-7.595434175764402e-05,-0.0003190915977861362,-7.3012615314891405e-06,2.7833872668194286e-07,1.60896067490297e-05,-0.0002558571752201242,-3.3831382489494084e-06,0.0037351270531127147,-0.00042776819682086394,-5.199964525307254e-06,0.0005189986937083253,0.0030350726435465613,-9.762390809463857e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318.0,4.765681066395088e-05,-0.00031476889992750393,0.24675827013117907,-6.731734028837417e-05,0.0003189580694875285,-7.59422032984544e-05,-0.00032871688220092245,-5.3742496855935345e-06,2.952249831874161e-07,1.361529471994064e-05,-0.0002637406765468907,-2.9304527856219025e-06,0.0024167326760651075,-0.0004446974964499357,-4.040607173728757e-06,0.000567300035446264,0.0019763514022732927,-0.00010373855000998626,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319.0,4.907611348750553e-05,-0.00031475543867775027,0.24675826882298532,-6.736269981247572e-05,0.0003200975706926677,-7.5932091494906e-05,-0.00033279701041804974,-3.4207668719776443e-06,3.0710341760086156e-07,1.0999448981175752e-05,-0.00026716867543117765,-2.4628993887656365e-06,0.001112826535234121,-0.00045230056336096654,-2.8533729466801852e-06,0.000602460764028173,0.0009287117751764276,-0.00010752860310595587,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320.0,5.048711739666332e-05,-0.0003147503299402468,0.24675826748537602,-6.739638658769869e-05,0.00032123103455786444,-7.592402149168632e-05,-0.0003314885164437248,-1.4797515543775484e-06,3.1390131494764784e-07,8.298730990349226e-06,-0.00026626455722724514,-1.990371397256907e-06,-0.0001566889889870012,-0.0004508229890876616,-1.652510383640351e-06,0.0006244388226677342,-9.181122603902527e-05,-0.00010903595496234401,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321.0,5.186799458780527e-05,-0.00031475333555888686,0.2467582661402033,-6.741831557860403e-05,0.00032234090243836276,-7.591796761370761e-05,-0.000325026327344833,4.1173789863536837e-07,3.1561446682231124e-07,5.568699605467395e-06,-0.00026121485301578665,-1.5224057369641777e-06,-0.0013732406852397568,-0.0004406755230500263,-4.522236863076222e-07,0.0006334452248068419,-0.0010702372530336027,-0.00010834919412130477,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322.0,5.319825888006892e-05,-0.00031476407034847665,0.24675826480916727,-6.742862995896174e-05,0.00032341068482384997,-7.591386568857926e-05,-0.00031371695788473146,2.2191587685150445e-06,3.1230960517784173e-07,2.8628046313098733e-06,-0.000252263812878085,-1.0680079883278752e-06,-0.0025198224664645754,-0.00042241902554128734,7.335020143140553e-07,0.0006299281254699587,-0.001992832909660594,-0.00010560043871453411,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323.0,5.4459034047319687e-05,-0.0003147820157130089,0.24675826351345942,-6.742768741577003e-05,0.0003244251777505778,-7.5911616008836e-05,-0.00029793085330431004,3.911043643385418e-06,3.041252798402475e-07,2.3146878786617953e-07,-0.00023970729246865018,-6.354934312812456e-07,-0.0035811992362369586,-0.0003967471763659827,1.8910873665492817e-06,0.0006145532651530006,-0.002847277430924779,-0.00010096120351928131,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324.0,5.563328618933636e-05,-0.0003148065352567676,0.24675826227339914,-6.741604301784488e-05,0.0003253706504762634,-7.591108685554852e-05,-0.00027809403466565175,5.459476711091583e-06,2.912708917082057e-07,-2.278728672042237e-06,-0.00022388607596170347,-2.323464470137126e-07,-0.004544074907456146,-0.0003644673663902941,3.007527811717562e-06,0.0005881813620307133,-0.00362280054776358,-9.463726074364591e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325.0,5.670601793211917e-05,-0.0003148368919995873,0.24675826110807478,-6.739442914295384e-05,0.00032623500251981706,-7.591211848795225e-05,-0.0002546792059067309,6.8404811484557425e-06,2.740237288573011e-07,-4.625756058810427e-06,-0.00020517876186392417,1.3489954668755635e-07,-0.005397223480561182,-0.0003264802144763897,4.070509461878996e-06,0.0005518430552609801,-0.004310291874333544,-8.686243947197995e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326.0,5.766442292178272e-05,-0.0003148722667981551,0.24675826003500245,-6.736373298538921e-05,0.00032700788893634525,-7.591452751087995e-05,-0.00022819648373704308,8.034314009916498e-06,2.5272401374036207e-07,-6.772713087686954e-06,-0.0001839943392971435,4.607595901812362e-07,-0.006131582747749259,-0.00028375815853156743,5.068433399678955e-06,0.0005067120112534858,-0.004902381668579073,-7.789130623265503e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327.0,5.849799977567284e-05,-0.0003149117775647455,0.2467582590698135,-6.73249721911353e-05,0.00032768081300803286,-7.59181115158513e-05,-0.00019918391079851475,9.025666941977788e-06,2.27768148067243e-07,-8.688289189221825e-06,-0.00016076458122314183,7.408701398988288e-07,-0.006740310829744077,-0.00023732356715353988,5.990310614462398e-06,0.00045407679495691413,-0.005393493285323123,-6.799067994382614e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328.0,5.919862531023618e-05,-0.0003149544988820353,0.2467582582259831,-6.72792691736354e-05,0.00032824718632647204,-7.592265390449028e-05,-0.00016819790922685535,9.803772917003069e-06,1.9960052795595465e-07,-1.0347093669960614e-05,-0.00013593637782110401,9.72035521825971e-07,-0.007218806359473001,-0.00018822680821302016,6.825494979752073e-06,0.00039531207882210286,-0.005779868044188729,-5.742996475038056e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329.0,5.976058752681695e-05,-0.0003149994816176493,0.2467582575146087,-6.722782466512018e-05,0.00032870235648884647,-7.59279287884621e-05,-0.00013580382601869717,1.036242095788165e-05,1.6870448434775367e-07,-1.1729857676914242e-05,-0.00010996412800336097,1.152245855842704e-06,-0.007564693689189895,-0.00013752469344985573,7.563232218888149e-06,0.0003318497129101868,-0.006059563552285853,-4.647034073087154e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330.0,6.0180579434648574e-05,-0.0003150457721640944,0.24675825694424716,-6.717189104398297e-05,0.0003290436033998077,-7.59337058767048e-05,-0.00010256671362120994,1.069988248464166e-05,1.3559306945995086e-07,-1.2823510355304849e-05,-8.330230009194352e-05,1.2806643435569083e-06,-0.007777775000560038,-8.625969464979641e-05,8.192019379583466e-06,0.0002651501111194836,-0.0062324267345666455,-3.535294192034047e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331.0,6.045765537628944e-05,-0.00031509243094843725,0.24675825652081412,-6.711274595950734e-05,0.00032927010534272754,-7.593975524768315e-05,-6.904247913329864e-05,1.081875443005611e-05,1.008005442349371e-07,-1.362113384260224e-05,-5.639826426466212e-05,1.357581755491399e-06,-0.007859951627503765,-3.5440298169058074e-05,8.69879239263788e-06,0.00019667432216847897,-0.006300042916258276,-2.4286279688527486e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332.0,6.059315202826872e-05,-0.0003151385498899583,0.24675825624754918,-6.705166674354813e-05,0.0003293828766811137,-7.594585192252988e-05,-3.576952369853552e-05,1.0725725623185964e-05,6.487550737683089e-08,-1.412180377087374e-05,-2.9685489867310214e-05,1.3843359982549977e-06,-0.007815117246155745,1.3977168539626317e-05,9.067988913619407e-06,0.0001278570525991014,-0.00626566225949246,-1.3433341721741432e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333.0,6.059057672926382e-05,-0.0003151832685137369,0.2467582561250439,-6.698990606196664e-05,0.00032938467914157127,-7.595178014308658e-05,-3.260980374366829e-06,1.043127411207635e-05,2.837662459719258e-08,-1.4330323716843945e-05,-3.5771904955757344e-06,1.3631948907254033e-06,-0.007649025833211147,6.110494122808687e-05,9.280569414045116e-06,6.0080797216658134e-05,-0.006134104674869824,-2.899014307962619e-06,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334.0,6.045546618019077e-05,-0.000315225788470355,0.2467582561513292,-6.69286692137234e-05,0.00032927990921603685,-7.595733727646226e-05,2.8002355688940524e-05,9.949304079035632e-06,-8.128153889150775e-09,-1.4256863513321793e-05,2.153951064521718e-05,1.2972008592346937e-06,-0.007369137433216915,0.0001051381958103539,9.313120285910666e-06,-5.3488831589202545e-06,-0.005911644012996043,7.281264379513314e-06,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335.0,6.01952189117488e-05,-0.0003152653862494023,0.24675825632201315,-6.686909343549958e-05,0.0003290744642303603,-7.596233725707481e-05,5.7578326166429914e-05,9.296731788763879e-06,-4.4058181137534134e-08,-1.3916512491898437e-05,4.5308832662799266e-05,1.1899773286360785e-06,-0.006984444800101323,0.0001453671806344138,9.137206557350475e-06,-6.722700652576326e-05,-0.0056058719092135735,1.7150418438716602e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336.0,5.98189051757073e-05,-0.0003153014239212319,0.24675825663045817,-6.681222951609497e-05,0.0003287755900747543,-7.596661349298388e-05,8.506887461138179e-05,8.493030600648192e-06,-7.881211529202432e-08,-1.332875954795599e-05,6.741095292213162e-05,1.0454983103233216e-06,-0.006505283885931151,0.00018118692891298902,8.71918563146718e-06,-0.0001244718984440969,-0.005225541141988069,2.6834702929750134e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337.0,5.9337058126820134e-05,-0.0003153333577831737,0.24675825706798302,-6.675902596629876e-05,0.0003283917135271242,-7.597002115491191e-05,0.00011012463027623991,7.559745475869521e-06,-1.1175541430329127e-07,-1.2516912397439885e-05,8.756594147240619e-05,8.678252475789593e-07,-0.005943130944125606,0.00021210441951719335,8.020732977933394e-06,-0.00017614722316476415,-0.004780387827143669,3.654291115703761e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338.0,5.876145028564145e-05,-0.000315360744833922,0.2467582576240737,-6.671031593193863e-05,0.0003279322623977855,-7.597243878108792e-05,0.0001324485784494152,6.51998762540335e-06,-1.4220404395461637e-07,-1.150746853464144e-05,0.00010553697415413893,6.608187392647318e-07,-0.005310388706612098,0.0002377430990042625,7.000360331555442e-06,-0.0002214835391008218,-0.004280931284848348,4.6557746466027386e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339.0,5.810485934088528e-05,-0.00031538324704238294,0.2467582582865845,-6.666680697522045e-05,0.0003274074766018866,-7.597376912805286e-05,0.00015179879923739442,5.3979199871661804e-06,-1.694059410949807e-07,-1.032945022016569e-05,0.00012113278789664175,4.278374539488449e-07,-0.004620163705948735,0.00025784472420904085,5.616219766922114e-06,-0.00025989952796315563,-0.003738250086972934,5.721711950743676e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340.0,5.738082734030717e-05,-0.00031540063342208016,0.24675825904191204,-6.662907379087715e-05,0.0003268282134158826,-7.597393921496505e-05,0.000167990269528853,4.218244101589077e-06,-1.9252277061434542e-07,-9.013715365407455e-06,0.00013420934233539182,1.7144242630587465e-07,-0.0038860363771451444,0.0002722685337960372,3.830474927193719e-06,-0.000291022873446205,-0.00316373274648282,6.88831200310931e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341.0,5.660341725450289e-05,-0.00031541277996250815,0.24675825987512492,-6.659755386077095e-05,0.00032620575002066963,-7.597289951780864e-05,0.00018089573390544993,3.00569868685233e-06,-2.1061566228498686e-07,-7.592255494072104e-06,0.00014467064978751856,-1.0686805886784877e-07,-0.0031218251357904283,0.0002809878099420469,1.6154747421558188e-06,-0.00031471046583777813,-0.002568801896446032,8.189662374064142e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342.0,5.5786970770249835e-05,-0.00031541966750812093,0.24675826077003524,-6.657254599420796e-05,0.00032555158645773897,-7.597062229783703e-05,0.00019044565917668884,1.7845798080646418e-06,-2.2263986154548976e-07,-6.09749114019786e-06,0.00015246873116186443,-4.0685986031718716e-07,-0.0023413452491532305,0.0002840839490658411,-1.038124053424276e-06,-0.00033106715997920663,-0.0019646117874282582,9.651600725161223e-05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343.0,5.494587099278706e-05,-0.00031542137771117384,0.24675826170920423,-6.655421164085617e-05,0.00032487725197525246,-7.596709907959658e-05,0.0001966272937882135,5.782919950908297e-07,-2.2745449192182736e-07,-4.5615742064991424e-06,0.00015760264935712947,-7.296591082612642e-07,-0.0015581630690615174,0.000281738224503334,-4.111280066776324e-06,-0.00034046169781814075,-0.001361720675846087,0.00011283933777173244,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
