tx,ty,tz,rx,ry,rz
0.029808041355384205,0.0033883138219038887,0.25,-0.029568616141527806,0.2601242326110437,0.0
0.029840433539239302,0.003090068962052803,0.25,-0.026965938750752563,0.2604069077411352,0.0
0.029869841704607422,0.002791515097880534,0.25,-0.02436056478857355,0.2606635423974575,0.0
0.029896262910696535,0.002492682084524759,0.25,-0.02175275479021632,0.26089411091675896,0.0
0.029919694515408046,0.0021935998050377596,0.25,-0.0191427695345073,0.2610985902423798,0.0
0.02994013417560101,0.0018942981673982502,0.25,-0.016530870017797086,0.26127695992655786,0.0
0.029957579847326443,0.0015948071015205773,0.25,-0.01391731742786077,0.2614292021324733,0.0
0.029972029786031713,0.0012951565562617274,0.25,-0.01130237311777916,0.26155530163603247,0.0
0.029983482546734982,0.0009953764964265711,0.25,-0.00868629857980462,0.26165524582739,0.0
0.029991936984169736,0.0006954968997712503,0.25,-0.006069355419210657,0.26172902471221016,0.0
0.029997392252899272,0.0003955477540055043,0.25,-0.003451805328132319,0.2617766309126659,0.0
0.029999847807401257,9.555905379400648e-05,0.25,-0.0008339100593978961,0.26179805966817676,0.0
0.03,0.0,0.25,0.0,0.2617993877991494,0.0
0.029998500012499957,-0.0002999950000249999,0.25,0.0026179502449783596,0.26178629793884217,0.0
0.02999400019999733,-0.0005999600007999924,0.25,0.00523563869711384,0.26174702966689556,0.0
0.029986501012469625,-0.0008998650060748698,0.25,0.007852803589742626,0.26168158691010407,0.0
0.029976003199829335,-0.0011996800255990247,0.25,0.01046918320855642,0.2615899762126888,0.0
0.029962507811848987,-0.0014993750781203499,0.25,0.013084515917773648,0.26147220673564325,0.0
0.029946016198056126,-0.0017989201943833378,0.25,0.015698540186302824,0.26132829025581683,0.0
0.029926530007598387,-0.002098285420125983,0.25,0.018310994613895445,0.26115824116473774,0.0
0.029904051189078584,-0.0023974408190751808,0.25,0.02092161795728579,0.2609620764671733,0.0
0.029878581990359827,-0.0026963564759403314,0.25,0.023530149156315024,0.2607398157794298,0.0
0.02985012495834077,-0.002995002499404845,0.25,0.026136327360037025,0.2604914813273908,0.0
0.029818682938700904,-0.003293349025115245,0.25,0.028739891952803225,0.2602170979442946,0.0
0.029784259075615986,-0.003591366218667582,0.25,0.03134058258032397,0.2599166930682508,0.0
0.029746856811443637,-0.0038890242785908475,0.25,0.03393813917570375,0.25959029673949674,0.0
0.029706479886379113,-0.004186293439327096,0.25,0.03653230198544765,0.2592379415973933,0.0
0.029663132338081266,-0.004483143974207979,0.25,0.039122811595436485,0.2588596628771609,0.0
0.029616818501268807,-0.004779546198427381,0.25,0.04170940895686801,0.2584554984063565,0.0
0.02956754300728682,-0.005075470472009883,0.25,0.04429183541216158,0.25802548860109037,0.0
0.029515310783643642,-0.005370887202774729,0.25,0.046869832720823665,0.25756967646198464,0.0
0.02946012705351811,-0.005665766849295021,0.25,0.049443143085271736,0.2570881075698733,0.0
0.029401997335237247,-0.00596007992385184,0.25,0.052011509176613756,0.2565808300812445,0.0
0.029340927441724448,-0.00625379699538299,0.25,0.0545746741603809,0.2560478947234241,0.0
0.02927692347991816,-0.006546888692426083,0.25,0.05713238172221075,0.2554893547895039,0.0
0.02920999185016124,-0.006839325706055656,0.25,0.059684376093478535,0.2549052661330119,0.0
0.029140139245560887,-0.007131078792814042,0.25,0.06223040207687379,0.2542956871623269,0.0
0.02906737265131934,-0.007422118777635693,0.25,0.06477020507191986,0.25366067883483806,0.0
0.028991699344035397,-0.007712416556764658,0.25,0.06730353110043372,0.25300030465084894,0.0
0.02891312689097671,-0.00800194310066494,0.25,0.06983012683192362,0.2523146306472276,0.0
0.028831663149323127,-0.008290669456923418,0.25,0.07234973960892191,0.251603725390803,0.0
0.02874731626538091,-0.00857856675314507,0.25,0.07486211747225055,0.25086765997150845,0.0
0.028660094673768177,-0.008865606199840193,0.25,0.07736700918621686,0.2501065079952724,0.0
0.0285700070965714,-0.009151759093303312,0.25,0.07986416426373685,0.24932034557665822,0.0
0.028477062542473223,-0.00943699681848354,0.25,0.08235333299138371,0.24850925133125265,0.0
0.028381270305851605,-0.009721290851846058,0.25,0.08483426645435899,0.2476733063678043,0.0
0.028282639965850384,-0.010004612764224438,0.25,0.0873067165613838,0.2468125942801129,0.0
0.028181181385421365,-0.010286934223663547,0.25,0.08977043606950783,0.24592720113866998,0.0
0.02807690471033804,-0.010568226998252706,0.25,0.09222517860883336,0.2450172154820518,0.0
0.02796982036818103,-0.010848462958948866,0.25,0.09467069870715207,0.2440827283080658,0.0
0.0278599390672953,-0.011127614082389489,0.25,0.09710675181449206,0.24312383306465055,0.0
0.027747271795719387,-0.011405652453694851,0.25,0.09953309432757261,0.24214062564053138,0.0
0.027631829820086547,-0.011682550269259523,0.25,0.10194948361416437,0.24113320435563132,0.0
0.02751362468449815,-0.011958279839532694,0.25,0.10435567803735234,0.24010166995123935,0.0
0.027392668209369243,-0.012232813591787114,0.25,0.10675143697969935,0.23904612557993635,0.0
0.027268972490246547,-0.01250612407287633,0.25,0.10913652086730762,0.23796667679527977,0.0
0.027142549896598898,-0.012778183951979997,0.25,0.11151069119377596,0.2368634315412486,0.0
0.027013413070580302,-0.013048966023336914,0.25,0.11387371054405018,0.2357365001414488,0.0
0.02688157492576575,-0.013318443208965601,0.25,0.11622534261816445,0.2345859952880813,0.0
0.02674704864585986,-0.013586588561372058,0.25,0.11856535225487103,0.23341203203067268,0.0
0.02660984768337852,-0.013853375266244496,0.25,0.12089350545515626,0.23221472776457036,0.0
0.02646998575830364,-0.01411877664513475,0.25,0.1232095694056402,0.23099420221920322,0.0
0.026327476856711177,-0.014382766158126097,0.25,0.12551331250185788,0.2297505774461087,0.0
0.026182335229372532,-0.014645317406487234,0.25,0.1278045043714195,0.2284839778067277,0.0
0.02603457539032949,-0.01490640413531211,0.25,0.13008291589704732,0.22719452995996875,0.0
0.025884212115442822,-0.015166000236145418,0.25,0.13234831923948753,0.2258823628495419,0.0
0.025731260440914717,-0.015424079749593402,0.25,0.1346004878602937,0.22454760769106483,0.0
0.025575735661785167,-0.015680616867919783,0.25,0.13683919654448048,0.223190397958941,0.0
0.025417653330402475,-0.01593558593762651,0.25,0.13906422142304517,0.22181086937301264,0.0
0.025257029254868054,-0.016188961462019084,0.25,0.141275339995354,0.22040915988498877,0.0
0.0250938794974556,-0.016440718103756215,0.25,0.14347233115139232,0.2189854096646501,0.0
0.024928220373004895,-0.016690830687383522,0.25,0.1456549751938754,0.2175397610858322,0.0
0.024760068447290343,-0.01693927420185107,0.25,0.14782305386021785,0.21607235871218824,0.0
0.024589440535364375,-0.017186023803014448,0.25,0.14997635034435974,0.21458334928273276,0.0
0.02441635369987601,-0.017431054816119163,0.25,0.15211464931844706,0.21307288169716787,0.0
0.024240825249364547,-0.017674342738268095,0.25,0.1542377369543643,0.2115411070009934,0.0
0.024062872736528768,-0.01791586324087177,0.25,0.15634540094511717,0.2099881783704025,0.0
0.023882513956471667,-0.018155592172081195,0.25,0.15843743052606288,0.20841425109696413,0.0
0.02369976694492094,-0.01839350555920302,0.25,0.16051361649598678,0.206819482572094,0.0
0.02351464997642547,-0.018629579611096802,0.25,0.16257375123802195,0.2052040322713157,0.0
0.023327181562527825,-0.018863790720554066,0.25,0.16461762874041103,0.20356806173831302,0.0
0.02313738044991319,-0.01909611546665905,0.25,0.1666450446171069,0.20191173456877604,0.0
0.02294526561853464,-0.019326530617130744,0.25,0.16865579612821152,0.20023521639404135,0.0
0.022750856279715233,-0.01955501313064611,0.25,0.17064968220024934,0.19853867486452942,0.0
0.022554171874226838,-0.019781540159144205,0.25,0.17262650344627473,0.19682227963297935,0.0
0.0223552320703461,-0.020006089050110944,0.25,0.1745860621858104,0.195086202337484,0.0
0.022154056761887624,-0.020228637348844364,0.25,0.17652816246461545,0.1933306165843262,0.0
0.021950666066214614,-0.020449162800700037,0.25,0.17845261007428032,0.1915556979306183,0.0
0.02174508032222714,-0.020667643353316553,0.25,0.18035921257164775,0.18976162386674655,0.0
0.021537320088328288,-0.020884057158820715,0.25,0.18224777929805688,0.1879485737986223,0.0
0.021327406140368307,-0.021098382576012317,0.25,0.18411812139840886,0.18611672902974144,0.0
0.02111535946956707,-0.02131059817252825,0.25,0.18597005184005225,0.18426627274305435,0.0
0.020901201280414946,-0.021520682726985693,0.25,0.18780338543148611,0.1823973899826477,0.0
0.0206849529885524,-0.021728615231104285,0.25,0.18961793884087919,0.18051026763524014,0.0
0.020466636218628393,-0.02193437489180689,0.25,0.1914135306144026,0.17860509441149372,0.0
0.020246272802137998,-0.02213794113329889,0.25,0.19318998119437528,0.17668206082714324,0.0
0.02002388477523923,-0.02233929359912579,0.25,0.19494711293721964,0.17474135918394462,0.0
0.01979949437654945,-0.022538412154208792,0.25,0.1966847501312257,0.17278318355044492,0.0
0.01957312404492154,-0.02273527688685832,0.25,0.19840271901412201,0.1708077297425757,0.0
0.01934479641720002,-0.022929868110765163,0.25,0.20010084779045198,0.16881519530407146,0.0
0.01911453432595739,-0.02312216636696909,0.25,0.20177896664875303,0.1668057794867157,0.0
0.01888236079721089,-0.023312152425804727,0.25,0.2034369077785378,0.16477968323041567,0.0
0.018648299048119918,-0.023499807288824514,0.25,0.20507450538707492,0.16273710914310852,0.0
0.01841237248466433,-0.023685112190698524,0.25,0.20669159571596812,0.16067826148050082,0.0
0.018174604699303865,-0.023868048601090992,0.25,0.20828801705753222,0.1586033461256432,0.0
0.01793501946861893,-0.024048598226513326,0.25,0.2098636097709633,0.15651257056834206,0.0
0.017693640750932927,-0.02422674301215344,0.25,0.21141821629830304,0.15440614388441076,0.0
0.017450492683916487,-0.024402465143681225,0.25,0.21295168118019425,0.1522842767147624,0.0
0.01720559958217368,-0.02457574704902996,0.25,0.21446385107142654,0.15014718124434567,0.0
0.01695898593481061,-0.024746571400153513,0.25,0.215954574756271,0.14799507118092678,0.0
0.0167106764029865,-0.024914921114759125,0.25,0.21742370316360135,0.1458281617337186,0.0
0.016460695817447607,-0.02508077935801563,0.25,0.21887108938180116,0.14364666959186012,0.0
0.016209069176044175,-0.025244129544236903,0.25,0.22029658867345475,0.1414508129027476,0.0
0.015955821641230647,-0.025404955338540466,0.25,0.22170005848982088,0.1392408112502201,0.0
0.015700978537549468,-0.0255632406584809,0.25,0.22308135848508748,0.13701688563260117,0.0
0.015444565349098643,-0.02571896967565811,0.25,0.22444035053040606,0.13477925844059938,0.0
0.015186607716983332,-0.02587212681730016,0.25,0.22577689872770462,0.13252815343506916,0.0
0.01492713143675179,-0.026022696767820517,0.25,0.2270908694232772,0.1302637957246352,0.0
0.014666162455815807,-0.026170664470349596,0.25,0.22838213122114917,0.1279864117431816,0.0
0.014403726870856004,-0.026316015128240458,0.25,0.2296505549962169,0.12569622922720866,0.0
0.01413985092521218,-0.026458734206548436,0.25,0.23089601390715978,0.12339347719305951,0.0
0.013874561006259006,-0.02659880743348463,0.25,0.23211838340912466,0.12107838591401861,0.0
0.0136078836427673,-0.02673622080184307,0.25,0.23331754126617996,0.11875118689728462,0.0
0.013339845502251185,-0.026870960570401437,0.25,0.2344933675635393,0.1164121128608199,0.0
0.013070473388301343,-0.027003013265295157,0.25,0.23564574471955277,0.11406139771007887,0.0
0.012799794237904697,-0.027132365681364786,0.25,0.2367745574974651,0.11169927651461767,0.0
0.012527835118750722,-0.027259004883476507,0.25,0.23787969301693912,0.10932598548458744,0.0
0.012254623226524696,-0.027382918207815642,0.25,0.23896104076534389,0.10694176194711343,0.0
0.011980185882188172,-0.027504093263153017,0.25,0.24001849260880567,0.10454684432256255,0.0
0.011704550529246883,-0.02762251793208408,0.25,0.24105194280302128,0.10214147210070147,0.0
0.01142774473100643,-0.027738180372240618,0.25,0.24206128800383256,0.09972588581674796,0.0
0.011149796167815964,-0.027851069017475007,0.25,0.24304642727756048,0.09730032702731739,0.0
0.010870732634300183,-0.0279611725790168,0.25,0.24400726211109872,0.09486503828626743,0.0
0.010590582036579886,-0.028068480046601584,0.25,0.24494369642176453,0.09242026312044278,0.0
0.010309372389481387,-0.028172980689572035,0.25,0.24585563656690723,0.0899662460053227,0.0
0.010027131813735053,-0.028274664057950934,0.25,0.24674299135327227,0.08750323234057372,0.0
0.009743888533163261,-0.028373519983486178,0.25,0.24760567204612044,0.08503146842550979,0.0
0.009459670871858035,-0.028469538580667596,0.25,0.24844359237810137,0.08255120143446265,0.0
0.009174507251348654,-0.02856271024771548,0.25,0.24925666855788015,0.08006267939206448,0.0
0.008888426187759535,-0.028653025667540775,0.25,0.2500448192785163,0.0775661511484458,0.0
0.008601456288958639,-0.028740475808676755,0.25,0.2508079657255946,0.07506186635435051,0.0
0.008313626251696703,-0.028825051926182187,0.25,0.2515460315851063,0.07255007543617113,0.0
0.008024964858737596,-0.028906745562515795,0.25,0.2522589430510805,0.07003102957090633,0.0
0.007735500975980063,-0.028985548548382027,0.25,0.25294662883296465,0.06750498066104343,0.0
0.007445263549571161,-0.02906145300354796,0.25,0.2536090201627536,0.0649721813093684,0.0
0.007154281603011668,-0.02913445133763134,0.25,0.2542460508018665,0.062432884793705734,0.0
0.006862584234253756,-0.029204536250859586,0.25,0.2548576570477702,0.05988734504159093,0.0
0.006570200612791219,-0.029271700734799778,0.25,0.2554437777403498,0.057335816604877916,0.0
0.0062771599767425515,-0.02933593807305949,0.25,0.2560043542680244,0.054778554634284105,0.0
0.0059834916299271595,-0.02939724184195843,0.25,0.25653933057360856,0.052215814853875504,0.0
0.0056892249389350015,-0.029455605911170794,0.25,0.2570486531599174,0.04964785353549455,0.0
0.005394389330189954,-0.0295110244443383,0.25,0.25753227109511667,0.04707492747313312,0.0
0.005099014287007197,-0.02956349189965381,0.25,0.257990136017816,0.04449729395725335,0.0
0.004803129346644905,-0.029613003030415513,0.25,0.2584222021419046,0.04191521074905882,0.0
0.0045067640973505425,-0.029659552885551596,0.25,0.2588284262611301,0.039328936054718606,0.0
0.0042099481754020686,-0.029703136810115337,0.25,0.25920876775341917,0.03673872849954692,0.0
0.003912711262144333,-0.0297437504457506,0.25,0.2595631885849395,0.03414484710214079,0.0
0.003615083081020965,-0.029781389731127657,0.25,0.2598916533139032,0.031547551248478384,0.0
0.0033170933946020543,-0.029816050902349348,0.25,0.2601941290941112,0.028947100665980673,0.0
0.0030187720016079185,-0.02984773049332743,0.25,0.2604705856782375,0.026343755397538866,0.0
0.002720148733929257,-0.029876425336129202,0.25,0.2607209954208541,0.023737775775510363,0.0
0.0024212534536439856,-0.029902132561294304,0.25,0.26094533328119535,0.02112942239568572,0.0
0.002122116050031054,-0.029924849598121635,0.25,0.26114357682566225,0.0185189560912293,0.0
0.0018227664365815437,-0.029944574174926446,0.25,0.26131570623006545,0.015906637906596174,0.0
0.001523234548007342,-0.029961304319267492,0.25,0.26146170428160803,0.013292729071427874,0.0
0.0012235503372476978,-0.02997503835814428,0.25,0.26158155638060643,0.010677490974429668,0.0
0.0009237437724739502,-0.02998577491816437,0.25,0.26167525054195073,0.008061185137231898,0.0
0.0006238448340927396,-0.02999351292568071,0.25,0.2617427773963028,0.005444073188238039,0.0
0.00032388351174798846,-0.02999825160689899,0.25,0.2617841301910335,0.0028264168364620663,0.0
2.388980132196459e-05,-0.029999990487955038,0.25,0.2617993047908978,0.00020847784535778802,0.0
-0.0002761062980642834,-0.0299987293949622,0.25,0.2617882996784484,-0.0024094819933572955,0.0
-0.0005760747870508127,-0.029994468454028724,0.25,0.2617511159541873,-0.005027200885880938,0.0
-0.0008759856690386977,-0.02998720809124515,0.25,0.26168775733645605,-0.007644417062505313,0.0
-0.0011758089531896645,-0.029976949032641715,0.25,0.2615982301610635,-0.010260868803793764,0.0
-0.0014755146574251497,-0.02996369230411572,0.25,0.26148254338065263,-0.012876294466752529,0.0
-0.001775072811424484,-0.02994743923132897,0.25,0.26134070856380515,-0.01549043251099483,0.0
-0.0020744534596218982,-0.029928191439575206,0.25,0.26117273989388445,-0.018103021524894684,0.0
-0.0023736266642020555,-0.029905950853617563,0.25,0.2609786541676176,-0.020713800251727848,0.0
-0.0026725625080938086,-0.0298807196974961,0.25,0.26075847079341546,-0.023322507615797277,0.0
-0.0029712310979618803,-0.029852500494305403,0.25,0.26051221178943196,-0.025928882748540494,0.0
-0.0032696025671961728,-0.029821296065942273,0.25,0.26023990178136236,-0.02853266501461618,0.0
-0.0035676470788984062,-0.029787109532823552,0.25,0.2599415679999804,-0.03113359403796755,0.0
-0.0038653348288657787,-0.029749944313574053,0.25,0.25961724027841576,-0.0337314097278597,0.0
-0.0041626360485713665,-0.029709804124684738,0.25,0.2592669510491703,-0.03632585230488847,0.0
-0.004459521008140948,-0.029666692980141036,0.25,0.2588907353408749,-0.0389166623269582,0.0
-0.004755960019325971,-0.029620615191021486,0.25,0.258488630774787,-0.041503580715225676,0.0
-0.005051923438472349,-0.029571575365066598,0.25,0.25806067756102813,-0.044086348780007834,0.0
-0.005347381669484802,-0.0295195784062181,0.25,0.25760691849456296,-0.046664708246650484,0.0
-0.0056423051667864425,-0.029464629514128548,0.25,0.25712739895092007,-0.049238401281355614,0.0
-0.0059366644382733095,-0.029406734183641356,0.25,0.25662216688165423,-0.05180717051696446,0.0
-0.006230430048263553,-0.02934589820424133,0.25,0.2560912728095513,-0.054370759078694104,0.0
-0.006523572620440978,-0.029282127659475715,0.25,0.2555347698235761,-0.0569289106098247,0.0
-0.006816062840792651,-0.029215428926345845,0.25,0.25495271357356347,-0.05948136929733491,0.0
-0.0071078714605402795,-0.029145808674669448,0.25,0.2543451622646533,-0.06202787989748304,0.0
-0.007398969299065059,-0.02907327386641368,0.25,0.2537121766514704,-0.06456818776133114,0.0
-0.00768932724682572,-0.028997831754998916,0.25,0.25305382003204835,-0.06710203886020975,0.0
-0.00797891626826945,-0.02891948988457343,0.25,0.2523701582415006,-0.06962917981112052,0.0
-0.008267707404735427,-0.028838256089258985,0.25,0.2516612596454365,-0.0721493579020743,0.0
-0.008555671777350664,-0.028754138492367413,0.25,0.2509271951331249,-0.07466232111736215,0.0
-0.008842780589917868,-0.028667145505588305,0.25,0.25016803811040517,-0.07716781816275663,0.0
-0.009129005131795041,-0.028577285828147846,0.25,0.24938386449234715,-0.07966559849064117,0.0
-0.009414316780766511,-0.0284845684459389,0.25,0.2485747526956591,-0.0821554123250644,0.0
-0.009698687005905144,-0.02838900263062242,0.25,0.2477407836308464,-0.08463701068671774,0.0
-0.0099820873704254,-0.0282905979387003,0.25,0.24688204069412056,-0.08711014541783302,0.0
-0.010264489534526989,-0.02818936421055973,0.25,0.24599860975905968,-0.08957456920699806,0.0
-0.010545865258228839,-0.028085311569489166,0.25,0.24509057916802107,-0.09203003561388762,0.0
-0.010826186404193057,-0.027978450420665997,0.25,0.24415803972330707,-0.09447629909390724,0.0
-0.01110542494053865,-0.027868791450116063,0.25,0.24320108467808516,-0.09691311502274745,0.0
-0.011383552943644676,-0.02775634562364503,0.25,0.2422198097270623,-0.09934023972084605,0.0
-0.011660542600942602,-0.02764112418574184,0.25,0.2412143129969159,-0.10175743047775583,0.0
-0.01193636621369752,-0.027523138658454276,0.25,0.24018469503648107,-0.1041644455764154,0.0
-0.012210996199778008,-0.027402400840236735,0.25,0.23913105880669583,-0.10656104431732075,0.0
-0.012484405096414306,-0.027278922804770435,0.25,0.23805350967030517,-0.10894698704259488,0.0
-0.012756565562944614,-0.02715271689975601,0.25,0.23695215538132472,-0.11132203515995372,0.0
-0.01302745038354905,-0.0270237957456788,0.25,0.2358271060742656,-0.1136859511665645,0.0
-0.013297032469971314,-0.026892172234546777,0.25,0.234678474253121,-0.11603849867279672,0.0
-0.013565284864227395,-0.02675785952860137,0.25,0.23350637478011585,-0.11837944242585999,0.0
-0.01383218074130143,-0.02662087105900124,0.25,0.23231092486422064,-0.12070854833332996,0.0
-0.0140976934118281,-0.0264812205244792,0.25,0.23109224404943085,-0.12302558348655662,0.0
-0.014361796324761639,-0.02633892188997232,0.25,0.2298504542028123,-0.1253303161839557,0.0
-0.014624463070030817,-0.026193989385225474,0.25,0.2285856795023149,-0.1276225159541779,0.0
-0.014885667381180011,-0.026046437503368353,0.25,0.22729804642435467,-0.1299019535791565,0.0
-0.015145383137995759,-0.02589628099946619,0.25,0.22598768373116646,-0.13216840111702835,0.0
-0.015403584369118829,-0.02574353488904424,0.25,0.22465472245792753,-0.13442163192492856,0.0
-0.015660245254641256,-0.025588214446586263,0.25,0.2232992958996545,-0.13666142068165385,0.0
-0.015915340128688386,-0.025430335204007063,0.25,0.22192153959787356,-0.13888754341019519,0.0
-0.016168843481985377,-0.025269912949099346,0.25,0.22052159132706692,-0.14109977750013464,0.0
-0.016420729964408177,-0.025106963723954902,0.25,0.21909959108089488,-0.14329790172990697,0.0
-0.01667097438751841,-0.02494150382336047,0.25,0.2176556810581972,-0.1454816962889207,0.0
-0.016919551727082344,-0.02477354979316821,0.25,0.21619000564877275,-0.14765094279953997,0.0
-0.017166437125573135,-0.024603118428641203,0.25,0.21470271141894126,-0.14980542433892124,0.0
-0.0174116058946567,-0.024430226772773844,0.25,0.21319394709688608,-0.15194492546070618,0.0
-0.017655033517660408,-0.02425489211458768,0.25,0.21166386355778236,-0.15406923221656527,0.0
-0.017896695652024838,-0.024077131987402387,0.25,0.21011261380870874,-0.15617813217759338,0.0
-0.01813656813173792,-0.023896964167082573,0.25,0.2085403529733476,-0.1582714144555517,0.0
-0.018374626969751597,-0.023714406670260108,0.25,0.20694723827647207,-0.16034886972395693,0.0
-0.018610848360380423,-0.02352947775253257,0.25,0.20533342902822443,-0.1624102902390133,0.0
-0.018845208681682213,-0.0233421959066376,0.25,0.20369908660818453,-0.1644554698603873,0.0
-0.019077684497820113,-0.023152579860603744,0.25,0.20204437444923254,-0.16648420407182093,0.0
-0.019308252561406256,-0.022960648575877568,0.25,0.20036945802120532,-0.1684962900015839,0.0
-0.019536889815826408,-0.022766421245427625,0.25,0.19867450481435003,-0.1704915264427597,0.0
-0.019763573397545673,-0.022569917291825087,0.25,0.1969596843225748,-0.17246971387336707,0.0
-0.01998828063839476,-0.022371156365301573,0.25,0.1952251680264999,-0.17443065447631134,0.0
-0.020210989067836867,-0.02217015834178409,0.25,0.19347112937630934,-0.17637415215916644,0.0
-0.020431676415214615,-0.021966943320907505,0.25,0.19169774377440663,-0.17830001257378353,0.0
-0.020650320611977187,-0.02176153162400455,0.25,0.18990518855787403,-0.18020804313572614,0.0
-0.0208668997938871,-0.02155394379207375,0.25,0.1880936429807395,-0.182098053043528,0.0
-0.021081392303206655,-0.02134420058372529,0.25,0.18626328819605098,-0.18396985329777343,0.0
-0.02129377669086365,-0.021132322973105248,0.25,0.1844143072377618,-0.18582325671999672,0.0
-0.021504031718596325,-0.02091833214779809,0.25,0.1825468850024269,-0.1876580779714003,0.0
-0.021712136361077092,-0.020702249506708056,0.25,0.18066120823071372,-0.18947413357138781,0.0
-0.021918069808015153,-0.02048409665791915,0.25,0.17875746548872787,-0.1912712419159129,0.0
-0.022121811466237398,-0.02026389541653449,0.25,0.17683584714915732,-0.1930492232956385,0.0
-0.02232334096174781,-0.02004166780249469,0.25,0.17489654537223445,-0.1948078999139084,0.0
-0.02252263814176476,-0.01981743603837598,0.25,0.1729397540865211,-0.1965470959045262,0.0
-0.022719683076736347,-0.0195912225471679,0.25,0.17096566896951496,-0.19826663734934236,0.0
-0.022914456062333256,-0.01936304995003108,0.25,0.1689744874280829,-0.19996635229564513,0.0
-0.023106937621419257,-0.019132941064035066,0.25,0.16696640857871956,-0.20164607077335653,0.0
-0.023297108505998823,-0.018900918899876724,0.25,0.16494163322763664,-0.2033056248120283,0.0
-0.023484949699141992,-0.018667006659579096,0.25,0.16290036385068177,-0.20494484845763972,0.0
-0.023670442416885967,-0.01843122773417131,0.25,0.16084280457309175,-0.20656357778919215,0.0
-0.02385356811011356,-0.018193605701349397,0.25,0.15876916114907955,-0.20816165093510144,0.0
-0.024034308466408045,-0.01795416432311865,0.25,0.15667964094125977,-0.20973890808938464,0.0
-0.024212645411884406,-0.017712927543417346,0.25,0.15457445289991176,-0.21129519152764073,0.0
-0.02438856111299673,-0.01746991948572241,0.25,0.1524538075420853,-0.21283034562282288,0.0
-0.024562037978321478,-0.017225164450637136,0.25,0.15031791693054913,-0.21434421686080066,0.0
-0.024733058660316696,-0.01697868691346104,0.25,0.14816699465258434,-0.21583665385571207,0.0
-0.024901606057056692,-0.016730511521742465,0.25,0.14600125579862644,-0.2173075073651011,0.0
-0.025067663313942258,-0.016480663092813753,0.25,0.1438209169407559,-0.2187566303048427,0.0
-0.02523121382538607,-0.016229166611309614,0.25,0.14162619611104177,-0.2201838777638503,0.0
-0.025392241236473295,-0.015976047226668587,0.25,0.13941731277973785,-0.22158910701856752,0.0
-0.025550729444596996,-0.01572133025061824,0.25,0.13719448783333676,-0.2229721775472398,0.0
-0.025706662601068447,-0.015465041154643878,0.25,0.13495794355248059,-0.22433295104396697,0.0
-0.02586002511270193,-0.015207205567441559,0.25,0.1327079035897339,-0.22567129143253317,0.0
-0.026010801643374097,-0.01494784927235511,0.25,0.13044459294721764,-0.22698706488001494,0.0
-0.026158977115557522,-0.014686998204797939,0.25,0.12816823795411023,-0.22828013981016396,0.0
-0.026304536711828468,-0.0144246784496594,0.25,0.12587906624401382,-0.2295503869165648,0.0
-0.026447465876348598,-0.014160916238696431,0.25,0.12357730673219199,-0.23079767917556526,0.0
-0.026587750316320588,-0.013895737947910306,0.25,0.12126318959267757,-0.23202189185897903,0.0
-0.026725376003417317,-0.013629170094909146,0.25,0.11893694623525633,-0.23322290254655775,0.0
-0.026860329175184786,-0.013361239336256086,0.25,0.11659880928232523,-0.23440059113823364,0.0
-0.026992596336418262,-0.013091972464803741,0.25,0.11424901254563136,-0.23555483986612882,0.0
-0.02712216426051186,-0.012821396407014844,0.25,0.11188779100289001,-0.2366855333063325,0.0
-0.027249019990781127,-0.01254953822026972,0.25,0.109515380774288,-0.23779255839044278,0.0
-0.027373150841758762,-0.01227642509016047,0.25,0.10713201909887096,-0.23887580441687384,0.0
-0.027494544400463103,-0.012002084327772536,0.25,0.10473794431082052,-0.23993516306192572,0.0
-0.027613188527639443,-0.011726543366953517,0.25,0.10233339581562023,-0.24097052839061672,0.0
-0.027729071358973924,-0.0114498297615699,0.25,0.09991861406611603,-0.24198179686727672,0.0
-0.02784218130628,-0.011171971182751608,0.25,0.09749384053847035,-0.24296886736590087,0.0
-0.027952507058657185,-0.010892995416125,0.25,0.09505931770801553,-0.24393164118026178,0.0
-0.028060037583622185,-0.01061293035903423,0.25,0.09261528902500563,-0.2448700220337804,0.0
-0.028164762128212104,-0.010331804017751649,0.25,0.09016199889027247,-0.24578391608915326,0.0
-0.028266670220059763,-0.01004964450467709,0.25,0.08769969263078495,-0.2466732319577365,0.0
-0.028365751668440894,-0.009766480035526751,0.25,0.08522861647511727,-0.24753788070868424,0.0
-0.028461996565293232,-0.009482338926511551,0.25,0.08274901752882559,-0.24837777587784207,0.0
-0.028555395286207288,-0.009197249591505635,0.25,0.08026114374973842,-0.24919283347639284,0.0
-0.02864593849138881,-0.008911240539204909,0.25,0.07776524392316024,-0.249982971999256,0.0
-0.028733617126592722,-0.008624340370276281,0.25,0.075261567636994,-0.25074811243323764,0.0
-0.028818422424028586,-0.00833657777449754,0.25,0.07275036525678172,-0.25148817826493214,0.0
-0.02890034590323731,-0.008047981527888486,0.25,0.07023188790066895,-0.2522030954883728,0.0
-0.028979379371939257,-0.00775858048983326,0.25,0.06770638741429241,-0.25289279261243325,0.0
-0.02905551492685341,-0.007468403600194525,0.25,0.06517411634559633,-0.25355720066797566,0.0
-0.02912874495448773,-0.007177479876419407,0.25,0.06263532791957718,-0.2541962532147483,0.0
-0.029199062131900468,-0.0068858384106378736,0.25,0.060090276012962116,-0.254809886348029,0.0
